qID,answer_format,k,n_unique,entropy,mode_share,n_unparsed,zero_advantage,pass_at_k,greedy_correct,n_correct
heico__863803,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1930632,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__864632,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4991637,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1914871,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2106638,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4626214,binary,8,1.0,0.0,1.0,0.0,True,False,False,0
lapchole__410131,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__404551,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1962991,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1241852,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651608,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1915150,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__764535,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2764962,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4582396,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__537415,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__4547651,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1915377,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2181231,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2328002,binary,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__43304,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__106676,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4013653,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071566,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1132664,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__1512178,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4754641,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4267371,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3119573,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1651543,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__424222,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2755358,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651575,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3457778,binary,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__89914,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2245172,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__404252,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__152802,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3919050,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071613,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__145125,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3825494,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3724524,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__650597,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__61938,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4446856,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__986601,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1009258,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__43493,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2764961,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2755309,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071644,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__537554,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1856379,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4775708,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__152831,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3695101,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2112752,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1930353,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1131432,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1856377,binary,8,1.0,0.0,1.0,0.0,True,False,True,0
lapchole__1642642,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1930572,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1481561,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__4128377,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__43567,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4582397,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1468816,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651267,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__515271,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2308763,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1469431,binary,8,2.0,1.0,0.5,0.0,False,True,True,4
lapchole__506653,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3365430,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071626,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4079000,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__979353,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__145062,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__864246,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3645705,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1481928,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651291,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1382052,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1410139,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1844391,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__90614,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1930611,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4880165,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1856414,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1512195,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1131478,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__145611,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__152792,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2649051,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1469732,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__987119,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__888523,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3729769,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2189126,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1546128,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__152826,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__506676,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1481484,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2392325,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__888601,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__99366,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__456765,binary,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__1132434,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__43294,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__973278,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1153708,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1761980,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__708456,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3285413,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1638335,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__986481,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5002213,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__888378,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__90397,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__152778,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1856794,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1259256,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1550365,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3468528,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1638346,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1733631,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4844348,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1550573,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__888427,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1481959,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__1259374,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__973284,binary,8,1.0,0.0,1.0,0.0,True,False,False,0
lapchole__4384026,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__888271,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071625,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1469267,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1153481,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651527,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1009409,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1651479,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651258,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4844288,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__3964546,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3810274,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__650606,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3365362,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071666,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4503768,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__630488,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1650951,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__741024,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1550312,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3687616,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1694189,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__293822,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1844752,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__90514,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__987711,binary,8,2.0,1.0,0.5,0.0,False,True,False,4
lapchole__2645502,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__1650883,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3002670,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1071637,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1685903,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2396508,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1132248,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1567041,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__152746,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__144965,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1856770,binary,8,2.0,1.0,0.5,0.0,False,True,False,4
heico__741911,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4298722,fo_class,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
lapchole__928355,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__981546,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5025183,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1443011,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1886399,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__967478,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1900253,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1775797,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__609540,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3866538,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3625084,fo_class,8,3.0,1.061278124459133,0.75,0.0,True,False,True,0
lapchole__4596762,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1109580,fo_class,8,2.0,0.8112781244591328,0.75,0.0,True,False,False,0
lapchole__4838910,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__304530,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1861517,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2388200,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1309905,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1565355,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1708354,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__3328904,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__967013,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1453075,fo_class,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
heico__1109679,fo_class,8,2.0,0.954434002924965,0.625,0.0,True,False,False,0
heico__492111,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__378956,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__923752,fo_class,8,2.0,1.0,0.5,0.0,False,True,True,4
lapchole__2192210,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2973403,fo_class,8,5.0,2.1556390622295662,0.375,0.0,True,False,False,0
heico__835910,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__426482,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1267372,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1332834,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__211311,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4781130,fo_class,8,2.0,1.0,0.5,0.0,False,True,True,4
lapchole__4975351,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3718538,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__206986,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1708344,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__4765987,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1886770,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__609414,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3112569,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1574545,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__78445,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1332935,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1620448,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3650336,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4634079,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2150635,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3895336,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1267517,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1206783,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1831605,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__383170,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__4229585,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__79743,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__796402,fo_class,8,1.0,0.0,1.0,0.0,True,False,False,0
heico__1332968,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1861520,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1775796,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__591113,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__3718544,fo_class,8,2.0,1.0,0.5,0.0,False,True,True,4
heico__1019135,fo_class,8,4.0,1.75,0.5,0.0,False,True,True,4
lapchole__4168909,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1609292,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__840514,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1531472,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1222897,fo_class,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
lapchole__336876,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2769071,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
lapchole__3980231,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1452550,fo_class,8,2.0,0.5435644431995964,0.875,0.0,True,False,False,0
heico__496912,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1633671,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__188485,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,1
heico__720448,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__4572149,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__1455054,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
heico__660202,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__883090,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4839390,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__4375194,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1278770,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__820377,fo_class,8,3.0,1.5,0.5,0.0,False,True,True,4
heico__1708278,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2982306,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__287366,fo_class,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
lapchole__4121522,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__2013669,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2173605,fo_class,8,2.0,1.0,0.5,0.0,True,False,True,0
heico__701153,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__660205,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__701156,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__133837,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__701229,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__1201559,fo_class,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__967288,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1897882,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__102514,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2387901,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__304816,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
heico__840942,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1480153,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__287434,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,6
heico__1105672,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1089653,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1656252,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__947214,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1060402,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1949900,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1332626,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2577961,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1886598,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3909236,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__217553,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1018928,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1332709,fo_class,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
heico__134130,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__2221823,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__338832,fo_class,8,2.0,0.8112781244591328,0.75,0.0,True,False,False,0
lapchole__3112674,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2747217,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,False,5
lapchole__2745663,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1871726,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1687879,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1531933,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1332657,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4373165,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__217314,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__188592,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2011101,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,False,1
lapchole__91818,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__217307,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1565344,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__155576,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__900147,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5025179,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__947292,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__5026842,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1708330,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
lapchole__4765640,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3534935,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2577927,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4496585,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2275318,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1486503,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1328290,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__605856,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1529181,fo_class,8,1.0,0.0,1.0,0.0,True,False,False,0
heico__211301,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3328847,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__188745,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1454640,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__701199,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4535331,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1861564,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
