qID,answer_format,k,n_unique,entropy,mode_share,n_unparsed,zero_advantage,pass_at_k,greedy_correct,n_correct
lapchole__4541471,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__43578,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__145393,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2764947,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2328061,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
heico__1259256,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4581970,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2181465,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1550544,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,False,3
lapchole__3810578,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1469613,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1930356,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__629172,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__650650,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1844455,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1651258,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__629790,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__328512,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__144909,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__424268,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__537415,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5002375,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4991312,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1259249,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__249643,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__152756,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,True,3
heico__404364,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__764454,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__424222,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__61938,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__537627,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1732915,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1686166,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1382394,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1481893,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__764417,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1132248,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__986809,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1732618,binary,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__424253,binary,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__630600,binary,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__231476,binary,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__819299,fo_class,8,5.0,2.0,0.5,0.0,False,True,False,1
heico__1591559,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1532057,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__591142,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,False,2
lapchole__53456,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__286332,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__591299,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4342286,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1622784,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3273967,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2013684,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1060534,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2369275,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__489041,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__813851,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__1529525,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1678326,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__900131,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__492341,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2369264,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__78300,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1454673,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__1687830,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3697647,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1219367,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1454786,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3624755,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
lapchole__1595440,fo_class,8,3.0,1.4056390622295665,0.5,0.0,False,True,False,4
heico__102228,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__967789,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,False,1
heico__1531943,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__352062,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__2387855,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__963234,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3678191,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__321215,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__383247,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__2850578,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1105809,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1708291,fo_class,8,4.0,1.9056390622295665,0.375,0.0,False,True,False,2
lapchole__981468,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1109866,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__18758,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__204135,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1529611,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__496540,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__188595,fo_class,8,2.0,1.0,0.5,0.0,True,False,False,0
heico__1831276,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__1503217,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1109755,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,False,1
heico__1775867,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2337376,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__78203,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1019054,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
lapchole__1678390,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3955590,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1286225,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4873095,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
heico__923761,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1310119,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2133161,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1533637,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1871723,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1708071,fo_class,8,6.0,2.5,0.25,0.0,False,True,False,1
heico__378975,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__91840,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1222624,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4851541,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1529198,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1060416,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1454645,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1419888,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1656365,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__79644,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__720428,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,2
heico__609355,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1109771,fo_class,8,5.0,2.0,0.5,0.0,False,True,False,1
heico__1452354,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__701141,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,1
lapchole__879244,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__967323,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__5026799,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4838929,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3785552,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__8427,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__923734,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__78230,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__488996,fo_class,8,3.0,1.5,0.5,0.0,False,True,True,4
heico__1529367,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__338862,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__900175,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1776018,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1900102,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__3597788,fo_class,8,1.0,0.0,1.0,0.0,True,False,False,0
heico__338856,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__1627057,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,False,5
heico__775496,fo_class,8,2.0,1.0,0.5,0.0,False,True,False,4
lapchole__1270196,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,True,5
heico__131512,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1393716,fo_class,8,4.0,1.5487949406953985,0.625,0.0,False,True,True,5
heico__1454826,fo_class,8,4.0,1.6644977792004614,0.5714285714285714,1.0,False,True,True,4
lapchole__1955234,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__90268,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1452515,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1328179,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4498038,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__836229,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__47519,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1529572,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__365531,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__492077,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4375210,fo_class,8,3.0,1.2987949406953985,0.625,0.0,False,True,False,2
lapchole__699921,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__818972,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4620325,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__1955159,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
lapchole__2641560,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2199940,fo_class,8,3.0,1.061278124459133,0.75,0.0,False,True,True,6
lapchole__4536103,fo_class,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,2
heico__478120,fo_class,8,5.0,2.0,0.5,0.0,False,True,False,4
heico__102523,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__70504,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1222700,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__8436,fo_class,8,2.0,0.8112781244591328,0.75,0.0,False,True,True,6
heico__1704501,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__304705,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1105590,fo_class,8,4.0,1.75,0.5,0.0,False,True,True,4
heico__1708106,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__2850568,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__1503662,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1622504,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4491579,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1831509,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4310425,fo_class,8,3.0,1.061278124459133,0.75,0.0,True,False,False,0
heico__1936893,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1900308,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__4981715,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1532151,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4535301,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__102543,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1332712,fo_class,8,2.0,0.954434002924965,0.625,0.0,False,True,True,5
lapchole__1452790,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
heico__1332628,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__79808,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1060407,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
lapchole__4892983,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__79510,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4308216,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__4298716,fo_class,8,3.0,1.4056390622295665,0.5,0.0,False,True,True,4
heico__840826,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__16433,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__133789,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__79879,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__188812,fo_class,8,2.0,0.5435644431995964,0.875,0.0,False,True,True,7
lapchole__2973366,fo_class,8,4.0,1.9056390622295665,0.375,0.0,True,False,False,0
lapchole__2275235,fo_class,8,4.0,1.9056390622295665,0.375,0.0,False,True,True,3
heico__1018924,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
heico__1328085,fo_class,8,1.0,0.0,1.0,0.0,True,True,True,8
