experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
02-lora-sft,02_lora_sft_v1,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1,aggregation,OOD,binary,0.7481751824817519,548,0.7262773722627737,0.021897810218978186,0.6496120869262317,0.8157426515370594
02-lora-sft,02_lora_sft_v1,aggregation,OOD,binary,0.7481751824817519,548,0.7262773722627737,0.021897810218978186,0.6496120869262317,0.8157426515370594
02-lora-sft,02_lora_sft_v1,aggregation,OOD,number,0.4917043740573152,1326,0.46907993966817496,0.022624434389140247,0.4119426509811264,0.6057688887115223
02-lora-sft,02_lora_sft_v1,aggregation,OOD,number,0.4917043740573152,1326,0.46907993966817496,0.022624434389140247,0.4119426509811264,0.6057688887115223
02-lora-sft,02_lora_sft_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5645254000102896,0.805240831324872
02-lora-sft,02_lora_sft_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5645254000102896,0.805240831324872
02-lora-sft,02_lora_sft_v1,object_recognition,ID,fo_class,0.5739130434782609,920,0.2891304347826087,0.2847826086956522,0.5281028172067791,0.6677064354696344
02-lora-sft,02_lora_sft_v1,object_recognition,ID,fo_class,0.5739130434782609,920,0.2891304347826087,0.2847826086956522,0.5281028172067791,0.6677064354696344
02-lora-sft,02_lora_sft_v1,object_recognition,ID,multiple_choice,0.8,90,0.36666666666666664,0.4333333333333334,0.640625,0.9167048229548229
02-lora-sft,02_lora_sft_v1,object_recognition,ID,multiple_choice,0.8,90,0.36666666666666664,0.4333333333333334,0.640625,0.9167048229548229
02-lora-sft,02_lora_sft_v1,object_recognition,ID,open_ended,0.6083916083916084,286,0.5174825174825175,0.09090909090909094,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1,object_recognition,ID,open_ended,0.6083916083916084,286,0.5174825174825175,0.09090909090909094,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,fo_class,0.5948717948717949,1755,0.36182336182336183,0.23304843304843303,0.5270182152913466,0.7132953702094564
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,fo_class,0.5948717948717949,1755,0.36182336182336183,0.23304843304843303,0.5270182152913466,0.7132953702094564
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,multiple_choice,0.7321428571428571,112,0.5,0.2321428571428571,0.42679713804713804,0.8375745356793743
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,multiple_choice,0.7321428571428571,112,0.5,0.2321428571428571,0.42679713804713804,0.8375745356793743
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,open_ended,0.6937984496124031,258,0.49224806201550386,0.20155038759689925,0.5645254000102896,0.805240831324872
02-lora-sft,02_lora_sft_v1,object_recognition,OOD,open_ended,0.6937984496124031,258,0.49224806201550386,0.20155038759689925,0.5645254000102896,0.805240831324872
02-lora-sft,02_lora_sft_v1,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.5542454671262445,0.7167985071359546
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,ID,binary,0.8011363636363636,176,0.6590909090909091,0.14204545454545459,0.7100914902998238,0.8784314373897707
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,ID,number,0.2903645833333333,768,0.24088541666666666,0.04947916666666666,0.2416048966401997,0.33600855823449294
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.4561894973607159,0.6164305210720652
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,OOD,binary,0.7536496350364964,548,0.7262773722627737,0.027372262773722733,0.6620723755411255,0.8077849540810067
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,OOD,number,0.5007541478129713,1326,0.46907993966817496,0.03167420814479638,0.41118444410098853,0.6214420462162087
02-lora-sft,02_lora_sft_v1__ep1_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5279398670797227,0.7614410320155227
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,ID,fo_class,0.5532608695652174,920,0.2891304347826087,0.26413043478260867,0.5052456073568946,0.6417343068409035
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,ID,multiple_choice,0.7555555555555555,90,0.36666666666666664,0.3888888888888889,0.5773695054945055,0.8706043956043955
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,ID,open_ended,0.5384615384615384,286,0.5174825174825175,0.020979020979020935,0.4561894973607159,0.6164305210720652
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,OOD,fo_class,0.5754985754985755,1755,0.36182336182336183,0.2136752136752137,0.5096069863319284,0.6917855634474093
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,OOD,multiple_choice,0.7142857142857143,112,0.5,0.2142857142857143,0.4229461279461279,0.8703853046594983
02-lora-sft,02_lora_sft_v1__ep1_full,object_recognition,OOD,open_ended,0.6434108527131783,258,0.49224806201550386,0.15116279069767447,0.5279398670797227,0.7614410320155227
02-lora-sft,02_lora_sft_v1__ep1_full,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.4561894973607159,0.6164305210720652
06-vit-lora,06_vit_lora_v1,aggregation,ID,binary,0.8352272727272727,176,0.6590909090909091,0.17613636363636365,0.7435030864197532,0.918557098765432
06-vit-lora,06_vit_lora_v1,aggregation,ID,number,0.3268229166666667,768,0.24088541666666666,0.08593750000000003,0.2754384237454546,0.37772808895964377
06-vit-lora,06_vit_lora_v1,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5953963611959936,0.7410989383369896
06-vit-lora,06_vit_lora_v1,aggregation,OOD,binary,0.7718978102189781,548,0.7262773722627737,0.04562043795620441,0.6686659962844173,0.831056421100829
06-vit-lora,06_vit_lora_v1,aggregation,OOD,number,0.4819004524886878,1326,0.46907993966817496,0.01282051282051283,0.4044198924454149,0.5917957772593824
06-vit-lora,06_vit_lora_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6302780058651026,0.8284334393676499
06-vit-lora,06_vit_lora_v1,object_recognition,ID,fo_class,0.6119565217391304,920,0.2891304347826087,0.3228260869565217,0.5604487685255458,0.7024175239061731
06-vit-lora,06_vit_lora_v1,object_recognition,ID,multiple_choice,0.8555555555555555,90,0.36666666666666664,0.4888888888888889,0.6751984126984126,0.9374313186813188
06-vit-lora,06_vit_lora_v1,object_recognition,ID,open_ended,0.6503496503496503,286,0.5174825174825175,0.1328671328671328,0.5953963611959936,0.7410989383369896
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,fo_class,0.6239316239316239,1755,0.36182336182336183,0.2621082621082621,0.5567020234924764,0.7303553237151259
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,multiple_choice,0.7767857142857143,112,0.5,0.2767857142857143,0.5233291245791245,0.9259347507331377
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,open_ended,0.7248062015503876,258,0.49224806201550386,0.2325581395348837,0.6302780058651026,0.8284334393676499
06-vit-lora,06_vit_lora_v1,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5953963611959936,0.7410989383369896
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,ID,binary,0.7556818181818182,176,0.6590909090909091,0.09659090909090917,0.6597244268077601,0.8453317901234568
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,ID,number,0.3190104166666667,768,0.24088541666666666,0.07812500000000003,0.269678291491642,0.3630190664693175
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,ID,open_ended,0.2727272727272727,11,0.9090909090909091,-0.6363636363636364,0.4881219450192665,0.6512617607503375
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,OOD,binary,0.7043795620437956,548,0.7262773722627737,-0.021897810218978075,0.595143120037857,0.7704149151287308
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,OOD,number,0.4841628959276018,1326,0.46907993966817496,0.01508295625942685,0.399689845799614,0.5979289107434523
06-vit-lora,06_vit_lora_v1__ep1_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5245358504398826,0.8011107314021575
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,ID,fo_class,0.5641304347826087,920,0.2891304347826087,0.275,0.5139480409440227,0.6515712750366754
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,ID,multiple_choice,0.8222222222222222,90,0.36666666666666664,0.45555555555555555,0.6253968253968254,0.9012553418803418
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,ID,open_ended,0.5804195804195804,286,0.5174825174825175,0.06293706293706292,0.4881219450192665,0.6512617607503375
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,OOD,fo_class,0.5863247863247864,1755,0.36182336182336183,0.22450142450142452,0.5282372339895927,0.6793768232467222
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,OOD,multiple_choice,0.75,112,0.5,0.25,0.4948592103834039,0.9069200065167807
06-vit-lora,06_vit_lora_v1__ep1_full,object_recognition,OOD,open_ended,0.6705426356589147,258,0.49224806201550386,0.17829457364341084,0.5245358504398826,0.8011107314021575
06-vit-lora,06_vit_lora_v1__ep1_full,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.4881219450192665,0.6512617607503375
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,binary,0.8295454545454546,176,0.6590909090909091,0.17045454545454553,0.7382561728395062,0.9151311728395062
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,number,0.34765625,768,0.24088541666666666,0.10677083333333334,0.2879047385678484,0.40141936940717693
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5722223952226578,0.7244200341121295
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,binary,0.7627737226277372,548,0.7262773722627737,0.03649635036496357,0.6622230313546104,0.8198048990483201
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,number,0.46907993966817496,1326,0.46907993966817496,0.0,0.40758980505126063,0.5534981502265789
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5693364464482885,0.7950980883151936
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,fo_class,0.6391304347826087,920,0.2891304347826087,0.35,0.5901614943168174,0.7233941060781443
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6588789682539683,0.9235615079365079
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,open_ended,0.6363636363636364,286,0.5174825174825175,0.11888111888111885,0.5722223952226578,0.7244200341121295
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,fo_class,0.6330484330484331,1755,0.36182336182336183,0.2712250712250712,0.567533643965596,0.7304647419110266
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,multiple_choice,0.7946428571428571,112,0.5,0.2946428571428571,0.5529898446833932,0.953412485065711
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,open_ended,0.689922480620155,258,0.49224806201550386,0.19767441860465118,0.5693364464482885,0.7950980883151936
06-vit-lora,06_vit_lora_v1__ep3_full,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5722223952226578,0.7244200341121295
12-image-processing,12c_composite_v1,aggregation,ID,binary,0.6477272727272727,176,0.6590909090909091,-0.011363636363636354,0.5416666666666666,0.7436507936507937
12-image-processing,12c_composite_v1,aggregation,ID,number,0.2942708333333333,768,0.24088541666666666,0.05338541666666666,0.23569003090823232,0.33320892091753024
12-image-processing,12c_composite_v1,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.39199479034037865,0.579812974869435
12-image-processing,12c_composite_v1,aggregation,OOD,binary,0.7572992700729927,548,0.7262773722627737,0.031021897810219023,0.6528118591934382,0.8358801691729323
12-image-processing,12c_composite_v1,aggregation,OOD,number,0.43891402714932126,1326,0.46907993966817496,-0.0301659125188537,0.37168159849618143,0.5202876549286671
12-image-processing,12c_composite_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.45930208420611657,0.7330290437632542
12-image-processing,12c_composite_v1,object_recognition,ID,fo_class,0.5043478260869565,920,0.2891304347826087,0.2152173913043478,0.4513193471035428,0.5935570261629695
12-image-processing,12c_composite_v1,object_recognition,ID,multiple_choice,0.6777777777777778,90,0.36666666666666664,0.31111111111111117,0.4105387667887667,0.7418154761904762
12-image-processing,12c_composite_v1,object_recognition,ID,open_ended,0.4825174825174825,286,0.5174825174825175,-0.034965034965035,0.39199479034037865,0.579812974869435
12-image-processing,12c_composite_v1,object_recognition,OOD,fo_class,0.50997150997151,1755,0.36182336182336183,0.14814814814814814,0.4493992122976756,0.6190564653609895
12-image-processing,12c_composite_v1,object_recognition,OOD,multiple_choice,0.6071428571428571,112,0.5,0.1071428571428571,0.3199359183230151,0.7856418123891242
12-image-processing,12c_composite_v1,object_recognition,OOD,open_ended,0.6007751937984496,258,0.49224806201550386,0.10852713178294571,0.45930208420611657,0.7330290437632542
12-image-processing,12c_composite_v1,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.39199479034037865,0.579812974869435
12-image-processing,12c_control_v1,aggregation,ID,binary,0.6988636363636364,176,0.6590909090909091,0.03977272727272729,0.5816743827160494,0.7827292768959435
12-image-processing,12c_control_v1,aggregation,ID,number,0.29296875,768,0.24088541666666666,0.05208333333333334,0.24237890620985292,0.3291656773814227
12-image-processing,12c_control_v1,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.4018703730035137,0.5792204728628048
12-image-processing,12c_control_v1,aggregation,OOD,binary,0.7281021897810219,548,0.7262773722627737,0.0018248175182482562,0.6067277968741784,0.8154389924768214
12-image-processing,12c_control_v1,aggregation,OOD,number,0.44419306184012064,1326,0.46907993966817496,-0.02488687782805432,0.3702545222958599,0.5415106994814177
12-image-processing,12c_control_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.45216686584496435,0.7294530583451636
12-image-processing,12c_control_v1,object_recognition,ID,fo_class,0.483695652173913,920,0.2891304347826087,0.19456521739130433,0.43548977423873947,0.5662593635127949
12-image-processing,12c_control_v1,object_recognition,ID,multiple_choice,0.7111111111111111,90,0.36666666666666664,0.3444444444444445,0.5118055555555555,0.8190018315018315
12-image-processing,12c_control_v1,object_recognition,ID,open_ended,0.486013986013986,286,0.5174825174825175,-0.03146853146853151,0.4018703730035137,0.5792204728628048
12-image-processing,12c_control_v1,object_recognition,OOD,fo_class,0.505982905982906,1755,0.36182336182336183,0.14415954415954413,0.45000265632092107,0.6166152391596431
12-image-processing,12c_control_v1,object_recognition,OOD,multiple_choice,0.6696428571428571,112,0.5,0.1696428571428571,0.3686278103616813,0.8227503529922885
12-image-processing,12c_control_v1,object_recognition,OOD,open_ended,0.5775193798449613,258,0.49224806201550386,0.0852713178294574,0.45216686584496435,0.7294530583451636
12-image-processing,12c_control_v1,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.4018703730035137,0.5792204728628048
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,ID,binary,0.7102272727272727,176,0.6590909090909091,0.051136363636363646,0.6103847001763669,0.8009336419753086
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,ID,number,0.2825520833333333,768,0.24088541666666666,0.04166666666666666,0.2350358296665877,0.33305719503480535
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.4424468627048721,0.6174962922960561
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,OOD,binary,0.7043795620437956,548,0.7262773722627737,-0.021897810218978075,0.5938880604045078,0.7785094554568238
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,OOD,number,0.49019607843137253,1326,0.46907993966817496,0.021116138763197567,0.38250285111087984,0.621241900596132
13-wise-ft,13_wise_ft_v1__a0.50,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5314312737488883,0.7489535495206547
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,ID,fo_class,0.5271739130434783,920,0.2891304347826087,0.23804347826086958,0.479739588548126,0.6058174956403131
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,ID,multiple_choice,0.7333333333333333,90,0.36666666666666664,0.36666666666666664,0.4861034798534798,0.8095734126984127
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,ID,open_ended,0.5314685314685315,286,0.5174825174825175,0.013986013986013957,0.4424468627048721,0.6174962922960561
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,OOD,fo_class,0.5276353276353276,1755,0.36182336182336183,0.16581196581196578,0.47900586823591035,0.6075352869266043
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,OOD,multiple_choice,0.6875,112,0.5,0.1875,0.4258512544802867,0.8617756869772999
13-wise-ft,13_wise_ft_v1__a0.50,object_recognition,OOD,open_ended,0.6356589147286822,258,0.49224806201550386,0.14341085271317833,0.5314312737488883,0.7489535495206547
13-wise-ft,13_wise_ft_v1__a0.50,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.4424468627048721,0.6174962922960561
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,binary,0.7897727272727273,176,0.6590909090909091,0.13068181818181823,0.6916302910052909,0.8753163580246913
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,number,0.3229166666666667,768,0.24088541666666666,0.08203125000000003,0.2720075984225692,0.37211971313984193
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,open_ended,0.2727272727272727,11,0.9090909090909091,-0.6363636363636364,0.537574842145483,0.6901598094074459
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,binary,0.7481751824817519,548,0.7262773722627737,0.021897810218978186,0.6462083541458542,0.8071998609942689
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,number,0.497737556561086,1326,0.46907993966817496,0.02865761689291102,0.40872101539313294,0.6210578252359759
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6301394691330175,0.8382988962791593
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,fo_class,0.6065217391304348,920,0.2891304347826087,0.31739130434782614,0.5587998596003285,0.6967966449925816
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,multiple_choice,0.8222222222222222,90,0.36666666666666664,0.45555555555555555,0.6706349206349206,0.9285714285714286
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,open_ended,0.5874125874125874,286,0.5174825174825175,0.0699300699300699,0.537574842145483,0.6901598094074459
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,fo_class,0.5931623931623932,1755,0.36182336182336183,0.23133903133903133,0.5346991761633014,0.6971576620497273
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,multiple_choice,0.7589285714285714,112,0.5,0.2589285714285714,0.5128372434017594,0.9418662430759205
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,open_ended,0.7170542635658915,258,0.49224806201550386,0.22480620155038766,0.6301394691330175,0.8382988962791593
13-wise-ft,13_wise_ft_v1__a0.70,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.537574842145483,0.6901598094074459
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,ID,binary,0.8181818181818182,176,0.6590909090909091,0.15909090909090917,0.7212962962962963,0.9027854938271604
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,ID,number,0.3346354166666667,768,0.24088541666666666,0.09375000000000003,0.2815484628370176,0.38338165454519313
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5948588120417164,0.7452543124621643
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,OOD,binary,0.7682481751824818,548,0.7262773722627737,0.04197080291970812,0.6680447146055699,0.8248608321503057
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,OOD,number,0.475867269984917,1326,0.46907993966817496,0.006787330316742057,0.3980594736737271,0.5840478197544368
13-wise-ft,13_wise_ft_v1__a0.85,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6471030407764278,0.8493811938061937
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,ID,fo_class,0.6076086956521739,920,0.2891304347826087,0.3184782608695652,0.558622364985064,0.6963408213196909
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6575053418803419,0.9246108058608059
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,ID,open_ended,0.6468531468531469,286,0.5174825174825175,0.12937062937062938,0.5948588120417164,0.7452543124621643
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,OOD,fo_class,0.6193732193732193,1755,0.36182336182336183,0.2575498575498575,0.5507486387888436,0.7303765607800601
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,OOD,multiple_choice,0.7857142857142857,112,0.5,0.2857142857142857,0.5233291245791245,0.9318229336374498
13-wise-ft,13_wise_ft_v1__a0.85,object_recognition,OOD,open_ended,0.7325581395348837,258,0.49224806201550386,0.24031007751937983,0.6471030407764278,0.8493811938061937
13-wise-ft,13_wise_ft_v1__a0.85,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5948588120417164,0.7452543124621643
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,ID,binary,0.8011363636363636,176,0.6590909090909091,0.14204545454545459,0.7077149470899471,0.8926157407407407
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,ID,number,0.31640625,768,0.24088541666666666,0.07552083333333334,0.2655059795024219,0.37086359061846225
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.5571738342044277,0.7039977678134192
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,OOD,binary,0.7627737226277372,548,0.7262773722627737,0.03649635036496357,0.6544004794547558,0.8227653251353909
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,OOD,number,0.48868778280542985,1326,0.46907993966817496,0.019607843137254888,0.4027894415768482,0.6060759686424925
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6185115558323963,0.8477837092731829
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,ID,fo_class,0.6065217391304348,920,0.2891304347826087,0.31739130434782614,0.5484482577646382,0.7010423946628898
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,ID,multiple_choice,0.8444444444444444,90,0.36666666666666664,0.4777777777777778,0.6115193833943835,0.9099702380952381
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,ID,open_ended,0.6293706293706294,286,0.5174825174825175,0.11188811188811187,0.5571738342044277,0.7039977678134192
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,OOD,fo_class,0.6404558404558405,1755,0.36182336182336183,0.27863247863247864,0.5748750063267982,0.7438039603246135
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,OOD,multiple_choice,0.75,112,0.5,0.25,0.49897727272727277,0.8665971543390897
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,object_recognition,OOD,open_ended,0.7286821705426356,258,0.49224806201550386,0.23643410852713176,0.6185115558323963,0.8477837092731829
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-1720,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5571738342044277,0.7039977678134192
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,ID,binary,0.8181818181818182,176,0.6590909090909091,0.15909090909090917,0.7393937389770723,0.9086574074074073
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,ID,number,0.3216145833333333,768,0.24088541666666666,0.08072916666666666,0.2705718518644426,0.3716390216843117
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5391779178163107,0.6893419650056991
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,OOD,binary,0.7481751824817519,548,0.7262773722627737,0.021897810218978186,0.6404294450067476,0.8069151216108453
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,OOD,number,0.4796380090497738,1326,0.46907993966817496,0.010558069381598811,0.41473342386438217,0.5870261292052593
14-appearance-aug,14_appearance_aug_v1__eval_checkpoint-2580,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5719865243273986,0.804679885196863
